,"mathsat5","{0}",,,,,,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-27-46.smt2",0,139.91208495041,155.094,162.031,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-27-47.smt2",0,165.865714285714,180.375,188.301,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-27-48.smt2",0,185.4472689523,208.141,216.663,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-27-49.smt2",0,214.814680808882,258.969,270.486,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-27-50.smt2",0,245.620561079545,289.297,301.369,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-34.smt2",0,13.454805315204,15.609,17.048,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-35.smt2",0,17.7051914725622,21.438,23.173,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-36.smt2",0,24.0855263157895,26.906,28.642,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-37.smt2",0,29.0698545494313,31.766,33.867,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-38.smt2",0,36.0205006142506,42.047,44.601,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-39.smt2",0,49.03125,54.75,56.932,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-40.smt2",0,52.0547740835464,58.375,61.55,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-41.smt2",0,63.592532800328,74.141,77.758,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-42.smt2",0,74.9865680966264,86.063,90.951,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-43.smt2",0,89.860221165771,103.906,108.397,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-44.smt2",0,123.431902985075,118.594,123.925,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-45.smt2",0,124.207001682086,141.188,147.624,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-46.smt2",0,123.506747159091,145.469,152.075,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-47.smt2",0,200.786319073084,215.375,224.551,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-48.smt2",0,193.242817592979,221.047,230.363,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-49.smt2",0,212.50893954918,247.859,258.688,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-28-50.smt2",0,212.333889980354,258.313,269.479,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-34.smt2",0,14.8471781504986,15.656,16.556,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-35.smt2",0,17.5258883515559,19.922,21.807,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-36.smt2",0,25.3365783410138,26.281,27.684,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-37.smt2",0,29.7942054343351,34.594,36.87,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-38.smt2",0,38.3113180350554,39.703,41.765,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-39.smt2",0,45.617161283557,51.984,54.961,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-40.smt2",0,52.0195026816187,51,53.763,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-41.smt2",0,60.4282270029673,68.141,71.444,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-42.smt2",0,75.7274349957374,84.922,89.09,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-43.smt2",0,86.1008622369446,105.609,110.573,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-44.smt2",0,102.665050287356,119.547,124.981,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-45.smt2",0,124.201765188834,144.625,150.394,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-46.smt2",0,149.337308050256,153.406,160.112,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-47.smt2",0,171.799091788478,191.016,199.554,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-48.smt2",0,187.611897331037,208.328,217.063,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-49.smt2",0,210.351539119282,235.188,244.934,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-29-50.smt2",0,253.86496350365,282.625,294.8,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-34.smt2",0,14.1493842632956,15.516,16.866,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-35.smt2",0,18.290740352349,20.844,22.413,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-36.smt2",0,24.2155476088813,27.109,28.897,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-37.smt2",0,30.8395505097312,31.813,33.802,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-38.smt2",0,34.2094149155336,39.688,41.977,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-39.smt2",0,44.753355704698,54.188,57.262,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-40.smt2",0,49.0244991738951,56.734,59.694,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-41.smt2",0,60.2258940324704,65.609,68.882,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-42.smt2",0,73.5229506482643,84.031,88.085,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-43.smt2",0,93.2586846443712,94.641,99.195,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-44.smt2",0,109.636338737949,119.594,125.281,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-45.smt2",0,114.446906094527,131.953,138.232,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-46.smt2",0,147.027687954729,173.875,181.626,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-47.smt2",0,177.999703791469,197.484,205.795,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-48.smt2",0,188.66092519685,217.609,227.159,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-49.smt2",0,224.042838018742,240,250.063,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-30-50.smt2",0,241.918271287976,270.25,281.615,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-31-34.smt2",0,14.3407248450167,14.375,15.185,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-31-39.smt2",0,46.1495334620334,51.422,54.203,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-31-42.smt2",0,71.6635131835938,70.156,73.379,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-31-43.smt2",0,86.5082264072847,99.906,104.626,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-34.smt2",0,13.9406706792777,15.5,16.898,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-35.smt2",0,17.1195193081255,20.344,21.847,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-36.smt2",0,23.9896022212149,25.297,26.52,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-37.smt2",0,28.4833610242377,34.828,37.162,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-38.smt2",0,36.2070346556234,39.703,41.995,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-39.smt2",0,43.7820678033307,52.781,55.799,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-40.smt2",0,55.6189955166524,62.266,65.444,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-41.smt2",0,66.2441671011468,60.734,63.529,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-42.smt2",0,78.7447233606558,91.844,96.24,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-43.smt2",0,92.0456306628517,92.266,96.22,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-44.smt2",0,107.269455775011,119.422,124.726,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-45.smt2",0,116.832217430776,123.031,128.581,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-46.smt2",0,144.028375788999,152.703,159.536,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-47.smt2",0,172.803700082338,200.641,209.364,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-48.smt2",0,169.135321100917,229.125,239.131,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-49.smt2",0,217.234532563025,247.141,257.747,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-50.smt2",0,224.906286492799,276.188,287.752,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-34.smt2",0,14.6769235108303,15.547,16.755,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-35.smt2",0,17.9535215053763,19.953,20.765,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-36.smt2",0,26.7730292050944,29.141,31.514,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-37.smt2",0,28.9021628065395,30.422,32.305,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-38.smt2",0,35.9995857007576,36.344,38.006,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-39.smt2",0,44.6862042682927,52.547,55.565,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-40.smt2",0,57.266472868217,60.031,63.739,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-41.smt2",0,61.6713630082905,74.672,78.409,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-42.smt2",0,81.391055764411,93.141,97.656,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2",0,92.0005495603517,110.031,115.256,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-44.smt2",0,106.345506572983,112.141,116.953,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-45.smt2",0,126.066887019231,125.344,130.866,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-46.smt2",0,144.191337041615,167.281,174.626,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-47.smt2",0,160.377079808235,135.922,142,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-48.smt2",0,199.728465175277,206.984,215.726,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-49.smt2",0,208.70698016565,228.859,238.824,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-50.smt2",0,234.291249455812,257.25,268.111,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-34.smt2",0,13.7093955592105,15.938,17.428,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-35.smt2",0,17.2502100840336,19.625,21.21,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-36.smt2",0,23.894122120817,26.281,28.263,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-37.smt2",0,28.2476082842725,32.109,34.132,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-38.smt2",0,34.6937891440501,39.719,42.052,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-39.smt2",0,44.7231216272312,51.5,55.19,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-40.smt2",0,51.9285828705681,58.109,61.13,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-41.smt2",0,61.430698771391,66.922,70.421,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-42.smt2",0,77.8054577464789,92.422,96.737,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-43.smt2",0,84.5009748217469,90.641,94.962,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-44.smt2",0,101.974903474903,113.625,118.913,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-45.smt2",0,107.301107408859,130.844,136.899,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-46.smt2",0,147.025423285953,168.109,174.893,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-47.smt2",0,171.679735547356,200.156,209.11,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-48.smt2",0,184.792804409385,218.359,228.005,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-49.smt2",0,222.895304984696,243.672,253.881,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-50.smt2",0,246.383309436913,225.891,235.688,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-34.smt2",0,13.2443206760316,14.422,15.03,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-36.smt2",0,23.0473203221809,26.672,28.52,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-38.smt2",0,35.5417397981571,38.719,41.005,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-41.smt2",0,61.707228729963,71.766,75.979,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-43.smt2",0,87.2448430493273,93,97.403,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-44.smt2",0,104.569593023256,107.469,112.642,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-45.smt2",0,118.020121159671,130.375,136.021,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-46.smt2",0,136.729420731707,155.422,162.406,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-47.smt2",0,153.832521434139,188.688,196.942,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-34.smt2",0,12.5090181932246,14.297,15.537,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-35.smt2",0,17.7674216027875,19.5,21.161,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-36.smt2",0,23.1610386221294,26.516,28.255,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-37.smt2",0,27.7892872477458,30.938,32.924,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2",0,37.4667193140794,39.688,41.941,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-39.smt2",0,43.2509789777412,50.156,52.911,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-40.smt2",0,53.2283694727891,59.844,62.303,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-41.smt2",0,64.1811956521739,70.563,74.519,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2",0,76.6232212160414,84.938,89.041,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-43.smt2",0,85.9787750626566,98.391,102.386,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-44.smt2",0,107.397744482908,118.641,123.49,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-45.smt2",0,130.968110542705,140.734,147.186,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-46.smt2",0,144.112169430749,153.688,159.952,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-47.smt2",0,181.321074380165,209.75,218.504,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-48.smt2",0,194.144848554383,202.219,211.174,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-49.smt2",0,212.582346872285,233.922,244.28,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-50.smt2",0,247.147987241531,268.531,279.895,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-35.smt2",0,17.1241075412762,18.344,20.232,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-37.smt2",0,22.9643844452635,29.781,31.775,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2",0,42.6539828431372,41.594,43.773,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-42.smt2",0,72.2719167904904,69.75,72.76,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-44.smt2",0,97.9497844827586,108.625,113.766,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-45.smt2",0,116.28891903172,133.188,139.221,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-46.smt2",0,138.27064588689,154.266,160.54,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-47.smt2",0,152.396449396085,174.906,182.908,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-48.smt2",0,187.181771545828,196.219,204.799,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-35.smt2",0,14.5789995592772,15.813,17.207,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-36.smt2",0,23.9252368732728,28.969,31.073,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-37.smt2",0,29.2896989005499,28.016,29.687,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-38.smt2",0,29.9679636769481,35.297,37.044,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-39.smt2",0,47.4640410958904,54.656,57.467,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-40.smt2",0,51.9103856266433,56.625,59.588,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-41.smt2",0,65.0798243031017,79.234,82.511,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-42.smt2",0,82.9447005801906,95.672,100.817,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-43.smt2",0,90.522400210084,102.984,107.911,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-44.smt2",0,108.536119791667,124.516,129.832,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-45.smt2",0,131.020033044197,151.625,158.462,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-46.smt2",0,145.260934865093,164.703,172.007,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-47.smt2",0,187.161558259242,191.188,199.756,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-48.smt2",0,194.400824175824,211.406,220.837,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-49.smt2",0,221.85258564614,244.547,254.552,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-50.smt2",0,250.056182861328,244.797,255.561,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-36.smt2",0,19.0932340473003,20.453,22.033,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-37.smt2",0,27.8366876818623,27.438,28.843,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-38.smt2",0,32.3217043419875,34.516,36.401,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-39.smt2",0,44.0885286131996,50.453,52.817,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-40.smt2",0,56.9961088449978,63.453,66.785,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-41.smt2",0,63.6776828212895,70.344,73.146,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-42.smt2",0,74.5330756929637,83.547,87.629,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-43.smt2",0,96.1511950490823,107.688,112.671,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-44.smt2",0,105.817030477759,122.813,128.311,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-45.smt2",0,128.583804563492,154.891,161.657,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-46.smt2",0,137.271094730238,156.891,164.143,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-47.smt2",0,184.258810902556,220.547,230.316,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-48.smt2",0,222.115901548672,239.953,250.125,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-49.smt2",0,225.225356231391,253.109,263.875,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-50.smt2",0,253.174582463465,289.844,302.324,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-37.smt2",0,23.6797865595943,26.781,28.758,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-38.smt2",0,33.139065285205,35.547,37.614,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-39.smt2",0,43.6875543478261,48.031,50.465,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-40.smt2",0,51.8486292870036,54.922,57.768,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-41.smt2",0,62.7470711521926,69.766,73.76,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-42.smt2",0,77.7195014144271,78.797,82.63,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-43.smt2",0,87.864,105,109.518,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-44.smt2",0,105.093801313629,122.375,127.282,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-45.smt2",0,123.506427495697,137.203,143.796,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-46.smt2",0,148.67268677544,165.516,172.931,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-47.smt2",0,166.882050721469,182.438,190.382,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-48.smt2",0,195.010035357737,224.094,233.058,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-49.smt2",0,220.11917112896,235.797,246.106,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2",0,244.613901345291,260.75,271.772,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-38.smt2",0,28.26652332705,28.672,30.507,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-39.smt2",0,45.1255128205127,42.063,44.219,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-40.smt2",0,52.3295146726862,55.406,58.292,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-41.smt2",0,61.0047748976808,64.125,67.762,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-42.smt2",0,72.6601474561009,77.141,80.929,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-43.smt2",0,85.7227550130776,94,98.495,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-44.smt2",0,107.6552570609,116.609,122.039,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-45.smt2",0,123.172880732015,139.953,146.004,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-46.smt2",0,143.298546016191,160.766,168.138,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-47.smt2",0,122.578125,139.219,145.403,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-48.smt2",0,193.282608695652,221,230.696,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-49.smt2",0,215.872834811998,244.25,254.812,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-50.smt2",0,250.029757001647,290.188,302.819,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-38.smt2",0,34.2887717852096,34.797,36.854,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-39.smt2",0,46.0935813615608,53.078,55.74,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-40.smt2",0,50.6068963628396,55.203,58.119,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-41.smt2",0,60.1865079365079,67.063,70.429,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-42.smt2",0,70.1364000427168,78.484,81.871,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-43.smt2",0,91.8144135291684,106.078,111.064,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-44.smt2",0,107.130472585925,125.156,130.96,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-45.smt2",0,124.140022172949,133.813,139.892,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-46.smt2",0,144.531904861693,164.844,172.184,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-47.smt2",0,178.810334158416,189.922,197.991,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-48.smt2",0,208.724649583881,227.781,237.521,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-49.smt2",0,228.681277599358,272.297,283.187,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-50.smt2",0,215.211270229983,241.547,251.437,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-38.smt2",0,31.9689385775862,35.453,37.815,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-39.smt2",0,43.877570627337,50.484,52.811,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-34.smt2",0,14.2236247947455,16.563,17.271,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-40.smt2",0,51.1885914227016,47.641,49.851,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-41.smt2",0,65.4547256097562,64.141,67.271,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-42.smt2",0,71.7843137254902,80.5,84.077,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-43.smt2",0,87.4521872358411,98.906,103.666,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-44.smt2",0,105.764872864907,130.234,136.807,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-45.smt2",0,137.12879318394,140.406,146.824,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-46.smt2",0,151.421711672474,166.188,173.375,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-47.smt2",0,164.898393854749,183.422,191.582,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-48.smt2",0,183.601321703767,205.016,214.024,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-49.smt2",0,219.837526939655,243.797,254.383,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-35.smt2",0,18.0196647677476,19.656,20.519,1,0,0,
