,"smt.arith.gomory_use_closest_int=false","-file:{0} smt.arith.gomory_use_closest_int=false",,,,,,
"QF_LIA/convert/convert-jpg2gif-query-1379.smt2",0,0.154783684890228,0.172,0.376,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1380.smt2",0,0.139214224872232,0.156,0.291,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1385.smt2",0,0.160018914107699,0.172,0.385,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1386.smt2",0,0.154584049871023,0.172,0.381,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1387.smt2",0,0.155654761904762,0.172,0.364,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1388.smt2",0,0.183037797480168,0.188,0.375,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1391.smt2",0,0.184514763352149,0.203,0.394,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1392.smt2",0,0.183162715517241,0.203,0.375,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1394.smt2",0,0.154120231461637,0.172,0.381,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1395.smt2",0,0.181958250497018,0.219,0.453,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1396.smt2",0,0.163984113712375,0.188,0.375,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1402.smt2",0,0.169219154443486,0.188,0.365,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1404.smt2",0,0.179390435123481,0.219,0.407,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1405.smt2",0,0.145512950222582,0.172,0.366,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1406.smt2",0,0.138506355932203,0.156,0.307,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1407.smt2",0,0.169765108593012,0.172,0.289,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1408.smt2",0,0.183796496539792,0.203,0.417,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1409.smt2",0,0.182611731843575,0.203,0.377,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1410.smt2",0,0.182690240756664,0.203,0.381,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1411.smt2",0,0.214608124743537,0.25,0.368,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1412.smt2",0,0.222061820652174,0.234,0.368,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1413.smt2",0,0.11891168148747,0.141,0.232,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1414.smt2",0,0.15633152173913,0.172,0.364,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1415.smt2",0,0.211523943054357,0.234,0.402,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1416.smt2",0,0.178620218579235,0.219,0.432,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1417.smt2",0,0.177649456521739,0.203,0.389,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1418.smt2",0,0.14842961654894,0.141,0.258,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1419.smt2",0,0.187715352220521,0.234,0.434,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1420.smt2",0,0.178783044667274,0.188,0.565,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1421.smt2",0,0.167496058336618,0.203,0.398,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1422.smt2",0,0.171546994274809,0.172,0.457,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1423.smt2",0,0.166772959183673,0.188,0.352,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1424.smt2",0,0.19691265060241,0.219,0.402,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1425.smt2",0,0.165468246663599,0.172,0.456,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1426.smt2",0,0.172569291684998,0.188,0.349,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1427.smt2",0,0.189335953661564,0.219,0.514,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1428.smt2",0,0.225722917565818,0.25,0.383,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1429.smt2",0,0.203751113089938,0.219,0.42,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1430.smt2",0,0.192360235393022,0.219,0.417,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1431.smt2",0,0.178021575198995,0.203,0.392,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1432.smt2",0,0.200361208406305,0.219,0.398,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1433.smt2",0,0.163573811509591,0.188,0.347,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1434.smt2",0,0.15667211328976,0.172,0.366,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1435.smt2",0,0.199574792847798,0.219,0.293,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1436.smt2",0,0.194491273304244,0.234,0.492,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1437.smt2",0,0.185649087221095,0.219,0.372,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1438.smt2",0,0.181765523632994,0.188,0.233,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1439.smt2",0,0.194403143585387,0.219,0.468,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1440.smt2",0,0.196405579399142,0.219,0.379,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1441.smt2",0,0.185950832994718,0.219,0.509,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1442.smt2",0,0.16727078891258,0.188,0.404,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1443.smt2",0,0.211306563898558,0.203,0.387,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1444.smt2",0,0.198106060606061,0.219,0.392,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1445.smt2",0,0.210163951993142,0.234,0.441,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1446.smt2",0,0.173514699877501,0.203,0.362,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1447.smt2",0,0.157772049144362,0.172,0.38,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1448.smt2",0,0.16958495460441,0.188,0.35,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1449.smt2",0,0.194955268389662,0.234,0.465,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1450.smt2",0,0.197934688581315,0.219,0.312,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1451.smt2",0,0.191314799331104,0.219,0.376,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1452.smt2",0,0.189029137010676,0.203,0.356,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1453.smt2",0,0.179147344013491,0.203,0.37,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1454.smt2",0,0.179374208526804,0.203,0.42,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1455.smt2",0,0.189704241071428,0.203,0.372,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1456.smt2",0,0.18332075064711,0.203,0.415,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1457.smt2",0,0.173255300353357,0.141,0.292,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1458.smt2",0,0.181519649722341,0.203,0.411,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1459.smt2",0,0.20208655332303,0.188,0.292,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1460.smt2",0,0.179390435123481,0.219,0.424,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1461.smt2",0,0.187142175572519,0.188,0.365,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1462.smt2",0,0.185968271334792,0.203,0.463,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1463.smt2",0,0.154451245704467,0.172,0.37,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1464.smt2",0,0.174037996127784,0.172,0.379,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1465.smt2",0,0.161886091621956,0.188,0.351,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1466.smt2",0,0.191314799331104,0.219,0.41,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1467.smt2",0,0.181210021321962,0.203,0.384,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1468.smt2",0,0.23957856161246,0.25,0.39,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1469.smt2",0,0.215427284710018,0.234,0.423,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1470.smt2",0,8.72250669984686,10.891,11.32,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1471.smt2",0,0.164921796165489,0.156,0.243,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1472.smt2",0,0.213830135194069,0.234,0.282,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1473.smt2",0,0.218332538167939,0.219,0.282,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1474.smt2",0,0.180261948529412,0.234,0.407,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1475.smt2",0,0.210977839931153,0.234,0.432,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1476.smt2",0,0.230959060681629,0.266,0.473,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1477.smt2",0,0.231536458333333,0.266,0.435,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1480.smt2",0,0.209823475469968,0.219,0.426,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1481.smt2",0,0.169635728542914,0.203,0.412,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1483.smt2",0,0.193908898305085,0.219,0.41,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1484.smt2",0,0.235760500636402,0.266,0.43,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1485.smt2",0,0.19498295696634,0.219,0.426,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1486.smt2",0,0.199053936494128,0.219,0.411,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1491.smt2",0,0.236261692176871,0.266,0.387,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1492.smt2",0,0.259719069239501,0.328,0.503,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1496.smt2",0,0.225638518177635,0.234,0.508,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1497.smt2",0,0.200618862520458,0.234,0.43,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1498.smt2",0,0.242870410839161,0.266,0.442,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1501.smt2",0,0.243431940422011,0.281,0.398,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1502.smt2",0,0.22331340734415,0.25,0.501,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1503.smt2",0,0.219379194630872,0.25,0.423,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1504.smt2",0,0.232858414959929,0.25,0.424,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1505.smt2",0,0.237169227486129,0.266,0.43,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1511.smt2",0,0.247320302648172,0.281,0.468,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1512.smt2",0,0.23141592920354,0.25,0.445,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1516.smt2",0,0.286230297723293,0.313,0.483,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1518.smt2",0,0.273879346459992,0.313,0.487,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1519.smt2",0,0.227886710239652,0.25,0.434,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1522.smt2",0,0.231729566305254,0.266,0.447,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1523.smt2",0,0.241918807139747,0.266,0.435,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1524.smt2",0,0.270851504579154,0.297,0.453,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1525.smt2",0,0.265212981744422,0.313,0.621,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1526.smt2",0,0.257501158480074,0.266,0.37,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1532.smt2",0,0.308637339055794,0.344,0.536,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1533.smt2",0,0.277718776550552,0.313,0.633,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1534.smt2",0,0.246491411813992,0.281,0.499,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1535.smt2",0,0.250585604770017,0.281,0.462,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1538.smt2",0,0.285152662993572,0.297,0.488,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1539.smt2",0,0.278784648187633,0.313,0.517,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1540.smt2",0,0.295496125699526,0.328,0.525,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1541.smt2",0,0.278926249492077,0.328,0.505,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1543.smt2",0,0.283008658008658,0.313,0.512,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1544.smt2",0,0.422613127797116,0.406,0.552,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1545.smt2",0,0.280292976725194,0.328,0.482,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1546.smt2",0,0.308240462923275,0.344,0.542,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1547.smt2",0,4.05590683095547,4.484,4.71,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1548.smt2",0,0.286858271171567,0.313,0.517,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1549.smt2",0,0.268625648788927,0.297,0.458,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1550.smt2",0,0.305354759786477,0.328,0.503,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1551.smt2",0,0.298931411530815,0.359,0.585,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1552.smt2",0,0.30063754180602,0.344,0.498,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1553.smt2",0,0.275611298482293,0.313,0.485,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1554.smt2",0,0.289758336850992,0.328,0.567,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1555.smt2",0,2.80178571428571,3,3.167,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1556.smt2",0,0.324336712683348,0.359,0.555,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1557.smt2",0,0.335113199487399,0.375,0.529,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1558.smt2",0,0.346510600706714,0.281,0.434,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1559.smt2",0,0.320631130614352,0.297,0.459,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1560.smt2",0,0.281899255194041,0.344,0.563,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1561.smt2",0,0.33681092220505,0.313,0.469,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1562.smt2",0,0.25134055038446,0.297,0.489,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1563.smt2",0,0.358689169847328,0.359,0.549,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1564.smt2",0,0.280941125913193,0.313,0.5,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1565.smt2",0,0.280820446735395,0.313,0.494,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1566.smt2",0,0.843185726569218,0.938,1.077,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1567.smt2",0,0.326059850374065,0.375,0.705,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1568.smt2",0,0.332254356243951,0.328,0.501,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1569.smt2",0,0.286105032822757,0.313,0.557,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1570.smt2",0,0.327968227424749,0.375,0.549,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1571.smt2",0,0.310281675608749,0.359,0.539,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1572.smt2",0,0.292723880597015,0.328,0.546,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1573.smt2",0,0.314446862116354,0.328,0.53,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1574.smt2",0,0.315960017574693,0.344,0.524,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1575.smt2",0,0.270851504579154,0.297,0.566,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1576.smt2",0,0.313441780821918,0.328,0.507,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1577.smt2",0,0.204296875,0.266,0.431,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-1578.smt2",0,0.311903625954198,0.313,0.427,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1579.smt2",0,0.718951459992415,0.906,1.165,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1580.smt2",0,0.326875,0.375,0.573,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1581.smt2",0,0.298888196176226,0.344,0.568,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1582.smt2",0,0.344709995414947,0.359,0.514,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1583.smt2",0,0.290863347457627,0.328,0.517,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1584.smt2",0,0.284947073474471,0.328,0.514,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1585.smt2",0,0.283651859504132,0.328,0.518,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1586.smt2",0,0.360574883326262,0.406,0.549,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1587.smt2",0,9.73522049424797,10.922,11.452,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1588.smt2",0,0.291852678571428,0.328,0.51,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1589.smt2",0,0.316476486860304,0.328,0.501,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1590.smt2",0,0.298580904741192,0.328,0.485,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1591.smt2",0,0.284454218690882,0.359,0.619,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1592.smt2",0,0.252054586038961,0.297,0.432,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1593.smt2",0,0.354336043360434,0.375,0.552,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1594.smt2",0,0.296754425783023,0.313,0.508,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1595.smt2",0,0.280367053481331,0.266,0.35,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1596.smt2",0,0.294240998363339,0.344,0.534,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1597.smt2",0,0.357162368881119,0.391,0.551,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1598.smt2",0,0.303172428330523,0.344,0.532,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1599.smt2",0,0.309434165232358,0.344,0.51,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1600.smt2",0,0.28580878969167,0.297,0.43,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1601.smt2",0,0.274026946107784,0.328,0.598,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1602.smt2",0,0.288110977564103,0.344,0.483,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1603.smt2",0,0.31668597304128,0.359,0.496,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1604.smt2",0,0.321013023057216,0.359,0.535,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1605.smt2",0,0.311309523809523,0.297,0.455,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1606.smt2",0,0.291852678571429,0.344,0.665,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1607.smt2",0,0.330972757955641,0.328,0.501,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1608.smt2",0,0.667740758754864,0.656,0.838,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1609.smt2",0,0.281442189421894,0.328,0.521,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1610.smt2",0,0.260512793624161,0.297,0.486,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1611.smt2",0,0.311051923872569,0.359,0.637,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1612.smt2",0,0.334733971504898,0.359,0.53,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1613.smt2",0,11.6568281683626,12.047,12.516,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1614.smt2",0,0.348778275714895,0.391,0.547,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1615.smt2",0,0.316377034755829,0.344,0.513,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1616.smt2",0,0.331779567519859,0.359,0.516,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1617.smt2",0,0.329760403530896,0.375,0.558,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1618.smt2",0,0.34712389380531,0.375,0.554,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-1619.smt2",0,0.307489775051125,0.359,0.484,1,0,0,
"QF_LIA/convert/convert-jpg2gif-query-2120.smt2",0,0.0575737560546015,0.063,0.414,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2121.smt2",0,0.0839432460195172,0.078,0.181,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2122.smt2",0,0.0284362766420183,0.031,0.173,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2124.smt2",0,0.0470775324051848,0.047,0.201,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2126.smt2",0,0.0627158480429778,0.078,0.141,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2127.smt2",0,0.059540072859745,0.063,0.186,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2130.smt2",0,0.0577517667844523,0.047,0.162,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2132.smt2",0,0.0843766133195664,0.078,0.219,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2133.smt2",0,0.0954977045075126,0.109,0.235,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2134.smt2",0,0.0462995750708215,0.047,0.178,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2136.smt2",0,0.0396372271624899,0.047,0.137,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2138.smt2",0,0.0382757611241218,0.047,0.198,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2139.smt2",0,0.0550526315789474,0.063,0.203,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2140.smt2",0,0.0406392457521757,0.047,1.046,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2141.smt2",0,0.0261814177012415,0.031,0.094,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-901.smt2",0,0.0284610361340879,0.031,0.165,1,0,0,
"QF_LIA/convert/convert-tiff2jpg-query-1831.smt2",0,0.0272850584307179,0.031,0.202,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_01_001.smt2",0,0.0437583668005355,0.047,0.162,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_001.smt2",0,0.0551920641620937,0.063,0.206,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_003.smt2",0,0.0256272050176401,0.031,1.388,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_005.smt2",0,0.0270703933747412,0.031,0.168,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_008.smt2",0,0.095777521975722,0.109,0.229,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_009.smt2",0,0.0415343074968234,0.047,0.153,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_010.smt2",0,0.0412547328565418,0.047,0.158,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_001.smt2",0,0.303885408245756,0.359,0.505,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_002.smt2",0,0.413068660488627,0.469,0.644,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_003.smt2",0,0.0558521999145664,0.063,0.18,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_004.smt2",0,0.985712548638133,0.969,1.148,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_005.smt2",0,5.12537580943571,5.297,5.541,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_006.smt2",0,2.01952780229479,2.188,2.381,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_007.smt2",0,0.250478927203065,0.281,0.493,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_008.smt2",0,0.136882328308208,0.156,0.288,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_009.smt2",0,0.278135129659643,0.328,0.524,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_010.smt2",0,10.106975,12.078,12.699,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_011.smt2",0,0.082683389544688,0.094,0.238,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_012.smt2",0,0.0397174969623329,0.047,0.177,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_013.smt2",0,0.127243728373702,0.141,0.282,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_014.smt2",0,3.38715038972948,3.531,3.936,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_001.smt2",0,0.013479381443299,0.016,0.184,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_002.smt2",0,0.068960970464135,0.078,0.243,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_003.smt2",0,0.49893038852914,0.516,0.693,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_004.smt2",0,0.0296619782214156,0.031,0.147,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_005.smt2",0,0.040471522905489,0.047,0.156,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_006.smt2",0,0.14420955882353,0.188,0.376,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_008.smt2",0,0.0523,0.063,0.197,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_009.smt2",0,0.0265212981744422,0.031,0.194,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_001.smt2",0,0.0434866962305987,0.047,0.144,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_002.smt2",0,0.0413068660488627,0.047,0.163,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_003.smt2",0,0.0448798627002288,0.047,0.182,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_004.smt2",0,0.0394935561820379,0.047,0.171,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_005.smt2",0,0.425940521227407,0.484,0.682,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_006.smt2",0,0.437526986183074,0.484,0.747,0,1,0,
