,"master, legacy lp solver","{0} smt.arith.solver=2",,,,,,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,11.689936440678,13.188,13.848,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.34845083071396,2.5,2.648,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0660620452708165,0.078,0.209,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",0,776.410452255804,847.297,880.881,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",0,68.8725479268836,73.844,76.864,0,0,1,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",0,224.790818686401,232.313,241.727,0,0,1,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,45.6295434876677,50.406,52.41,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,878.253568429891,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,891.350660417554,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,875.680200920887,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",,854.924397221087,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,936.856247201075,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",,919.56043956044,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,9.59230060684872,10.578,11.07,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,8.42680350953206,9.297,9.66,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,1006.73724735322,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",,817.506838608832,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,877.148846960168,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,9.10753712387652,11.141,11.684,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,9.48306049436253,10.453,10.94,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",0,166.966338464614,199.609,207.593,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,7.29787767379679,7.828,8.164,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,6.36649899396378,7.563,7.89,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,721.808086937335,781.844,813.851,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,380.498708677686,440.156,457.71,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,9.42684151785714,10.094,10.925,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,8.20164503642987,8.609,9.029,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,6.39840425531915,7.188,7.5,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,174.410849266341,187.5,194.948,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,184.738240508969,211.672,220.166,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,8.83302993527509,10.438,10.994,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.102952755905512,0.125,0.279,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,8.62939313445035,10.094,10.601,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,8.45557260795936,9.547,10.09,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,7.34594233055886,8.859,9.265,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.11032425265188,0.109,0.256,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,2.39211149375807,2.656,2.847,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,9.18538594969644,10.125,10.604,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",0,173.042357819905,191.984,199.759,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",,826.224328593997,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,12.0859009774756,13.594,14.192,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,33.2368697478992,34.031,35.417,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,931.84855233853,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,829.171621086009,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,891.350660417554,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",,863.392488650433,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,878.991596638655,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",,887.568943572338,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17168_terminationG_0.smt2",,880.100967606226,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17184_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17200_terminationG_0.smt2",,874.216464688675,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brockschmidt_1.t2__p17389_terminationG_0.smt2",0,0.784948542024014,0.875,1.084,1,0,0,
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,28.4903240552621,33.516,34.85,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",0,574.289824771008,689.313,717.327,0,1,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,151.980634598013,160.844,168.204,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",,813.374805598756,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,36.6432224375538,40.672,42.334,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",,858.080393765381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,7.107616212063,8.844,9.253,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,919.964819700967,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,218.497237711689,252.859,262.971,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,847.649918962723,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,889.077773055674,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",,967.175219602404,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,873.48643006263,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,827.85912148793,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,6.3097216659992,7.531,7.833,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.250648398737032,0.266,0.496,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,932.67944716897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,849.370686155095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.55341320982682,1.844,2.104,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",0,55.8082425742574,67.359,70.106,0,0,1,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,966.728280961183,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,1009.165460685,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.14830339321357,1.375,1.526,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,944.896115627823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.66551884838442,1.922,2.055,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,92.9846927736911,102.719,106.909,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,828.514851485148,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5.t2__p18494_terminationG_0.smt2",0,7.91412150155486,8.516,8.925,0,1,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18414_terminationG_0.smt2",0,0.450862068965517,0.5,0.671,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18444_edge_closing_0.smt2",0,2.71499794407895,3.156,3.381,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18371_terminationG_0.smt2",0,1.40448925820835,1.656,1.803,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18393_terminationG_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cover.t2__p18610_edge_closing_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_T2__curious.t2__p18703_terminationG_0.smt2",0,9.80048500881835,10.625,11.125,0,1,0,
"QF_NIA_small\From_T2__curious4.t2__p18665_edge_closing_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA_small\From_T2__d.t2__p19043_terminationG_0.smt2",0,8.6254803586678,9.656,10.076,0,1,0,
"QF_NIA_small\From_T2__db2.t2__p18746_edge_closing_0.smt2",,956.561499771376,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_20_0.smt2",0,9.33535172704297,10.594,11.09,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_33_0.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_6_0.smt2",0,12.3460889274691,15.297,15.952,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__p18729_edge_closing_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_18_0.smt2",0,639.794591690544,640.406,666.164,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_28_0.smt2",0,503.40446583045,556.344,578.522,0,1,0,
"QF_NIA_small\From_T2__db3.t2__p18773_terminationG_0.smt2",,925.254312251216,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationQ_0_0.smt2",,878.253568429891,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_26_0.smt2",0,156.604924408414,170.828,177.67,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_40_0.smt2",0,258.768281101614,260.5,270.978,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__p18755_terminationG_0.smt2",,854.226214781543,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_0_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_21_0.smt2",0,238.692582135523,277.828,288.946,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_3_0.smt2",,869.85446985447,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dead.neg-st88b-succeed.t2__p18802_terminationG_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2__p18873_terminationG_0.smt2",0,534.312204808931,594.844,618.839,0,1,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2_fixed__p18843_safety_0.smt2",0,8.09981261022928,8.781,9.273,0,1,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18920_terminationG_0.smt2",0,2.68529569892473,2.984,3.221,1,0,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18946_edge_closing_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dummy.t2__p19098_terminationG_0.smt2",,1039.24490809737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__p19133_terminationG_0.smt2",,803.688052247407,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__terminationS_1_0.smt2",0,141.181282299742,156.703,163.059,0,1,0,
"QF_NIA_small\From_T2__e-acqrel-succeed.t2__p19620_safety_0.smt2",0,4.63890888523242,5.391,5.732,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19669_safety_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19793_safety_0.smt2",0,0.749324178200692,0.828,1.177,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p19844_safety_0.smt2",0,7.69438647746244,8.813,9.231,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19879_safety_0.smt2",0,114.108368772782,134.672,140.139,0,0,1,
"QF_NIA_small\From_T2__edn.t2__p19908_safety_0.smt2",0,3.3655900922778,3.313,3.514,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19956_safety_0.smt2",0,2.63715207745059,3.125,4.451,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19978_safety_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20050_safety_0.smt2",0,0.660036057692308,0.656,0.808,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20154_safety_0.smt2",0,1.30266536565325,1.516,1.715,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20182_safety_0.smt2",,942.342342342342,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20225_safety_0.smt2",0,6.0322358044164,7.313,7.691,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20262_safety_0.smt2",0,0.840332244008715,0.922,1.098,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20296_safety_0.smt2",0,3.34808206499383,3.891,4.189,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20322_safety_0.smt2",0,0.788283762057878,0.938,1.151,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20360_safety_0.smt2",0,6.95945096395641,7.938,8.333,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20405_safety_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20458_safety_0.smt2",0,3.71076794657763,4.25,4.439,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20506_safety_0.smt2",0,1.66648152478952,1.703,1.89,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20573_safety_0.smt2",,814.324639937719,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20628_safety_0.smt2",0,9.90282979608823,11.375,11.831,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20672_safety_0.smt2",0,0.50085685483871,0.594,0.797,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20696_safety_0.smt2",0,1.16836996713229,1.359,1.549,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20738_safety_0.smt2",0,22.2788602173005,25.484,26.626,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20765_safety_0.smt2",0,6.45618168111572,8.188,8.555,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20799_safety_0.smt2",0,1.08822305451519,1.25,1.464,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20828_safety_0.smt2",0,89.8328131502289,103.188,107.415,0,0,1,
"QF_NIA_small\From_T2__edn.t2__p20879_safety_0.smt2",0,131.520568128241,133.344,138.729,0,0,1,
"QF_NIA_small\From_T2__edn.t2__p20924_safety_0.smt2",0,1.95010653409091,2.297,2.511,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21066_safety_0.smt2",0,0.409830306960657,0.453,0.618,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21132_safety_0.smt2",0,200.359606157537,239.531,249.305,0,0,1,
"QF_NIA_small\From_T2__edn.t2__p21367_safety_0.smt2",0,0.359203296703297,0.406,0.512,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21455_safety_0.smt2",0,6.37044717772693,7.984,8.401,0,1,0,
"QF_NIA_small\From_T2__edn.t2__terminationS_2_0.smt2",0,3.55173365724382,3.844,4.05,0,1,0,
"QF_NIA_small\From_T2__efegp.t2__p21964_edge_closing_0.smt2",0,47.190969488189,57.297,59.544,1,0,0,
"QF_NIA_small\From_T2__efegp.t2_fixed__p21941_edge_closing_0.smt2",,878.253568429891,1000,1000,0,0,0,
"QF_NIA_small\From_T2__eric.t2__p22069_terminationG_0.smt2",0,7.44964709492635,8.703,9.106,0,1,0,
"QF_NIA_small\From_T2__eric1.t2__p22014_edge_closing_0.smt2",0,10.273998111624,11.703,12.217,0,1,0,
"QF_NIA_small\From_T2__eric2.t2__terminationQ_0_0.smt2",0,6.94188144329897,8.047,8.323,1,0,0,
"QF_NIA_small\From_T2__ex1.t2__p22351_terminationG_0.smt2",0,4.42825311942959,4.75,5.023,0,1,0,
"QF_NIA_small\From_T2__ex1.t2__p22367_terminationG_0.smt2",,1016.02719766877,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex10.t2__p22103_terminationG_0.smt2",0,5.37200307377049,6.266,6.586,0,1,0,
"QF_NIA_small\From_T2__ex16.t2__p22228_terminationG_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2__p22253_terminationG_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22165_terminationG_0.smt2",,892.872385830132,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22190_terminationG_0.smt2",,840.836012861736,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex17.t2__p22290_terminationG_0.smt2",0,14.7532288746496,17.609,18.358,0,1,0,
"QF_NIA_small\From_T2__ex19.t2__p22325_terminationG_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex2.t2__p22462_terminationG_0.smt2",0,7.43582425638877,8.484,8.951,0,1,0,
"QF_NIA_small\From_T2__ex2.t2_fixed__p22449_terminationG_0.smt2",,878.991596638655,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p24638_terminationG_0.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25279_safety_0.smt2",0,0.41768858202803,0.484,0.637,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25402_safety_0.smt2",0,0.615395140105079,0.672,0.837,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25532_safety_0.smt2",0,2.92903539279869,3.422,3.623,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25650_safety_0.smt2",,776.828815447456,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25811_safety_0.smt2",0,0.669277231777232,0.781,0.958,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26154_safety_0.smt2",0,0.804700764006791,0.906,1.054,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26310_safety_0.smt2",0,5.31973039215686,5.188,5.495,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26688_safety_0.smt2",0,4.50862068965517,5.25,5.483,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26896_safety_0.smt2",0,13.277562606112,14.953,15.773,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27260_safety_0.smt2",0,0.485057708161583,0.563,0.732,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27736_safety_0.smt2",0,0.410840534171249,0.5,0.664,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27854_safety_0.smt2",0,0.471721137521222,0.531,0.717,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27937_safety_0.smt2",0,6.62911152199299,8.141,8.49,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p28143_safety_0.smt2",0,0.382392764298094,0.422,0.77,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28282_safety_0.smt2",0,0.430098684210526,0.484,0.734,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28396_safety_0.smt2",0,0.874077916090364,0.906,1.074,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28445_safety_0.smt2",0,0.328792958927075,0.375,0.546,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28528_safety_0.smt2",0,0.555231925087108,0.609,0.783,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28593_safety_0.smt2",0,16.2681233933163,15.125,15.775,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28669_safety_0.smt2",0,3.9775274473925,4.156,4.406,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28710_safety_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28763_safety_0.smt2",0,0.506902020676692,0.516,0.713,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28843_safety_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28953_safety_0.smt2",0,0.481091578086672,0.563,0.74,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29075_safety_0.smt2",0,0.691373585833742,0.672,0.878,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29189_safety_0.smt2",0,1.29874441964286,1.391,1.699,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29291_safety_0.smt2",0,17.4800965665236,19.469,20.343,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29339_safety_0.smt2",0,0.438758389261745,0.5,0.672,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29417_safety_0.smt2",0,11.0828211966605,11.422,11.939,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29508_safety_0.smt2",0,1.82225043215212,2.016,2.16,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29585_safety_0.smt2",0,6.91080698442662,7,7.348,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29667_safety_0.smt2",0,0.448593321134492,0.469,0.643,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29769_safety_0.smt2",0,0.377890173410405,0.375,0.545,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29903_safety_0.smt2",0,4.34130859375,4.781,5.096,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29995_safety_0.smt2",0,0.511561998394863,0.609,0.907,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30140_safety_0.smt2",,1240.07113218731,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30283_safety_0.smt2",0,0.558760683760684,0.594,0.783,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30341_safety_0.smt2",0,1.14995602462621,1.25,1.499,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30378_safety_0.smt2",0,9.26788444735692,10.141,10.572,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30450_safety_0.smt2",0,9.2061555075594,10.188,10.736,1,0,0,
