,"smt.arith.nl.grobner=false","-file:{0} smt.arith.nl.grobner=false",,,,,,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12919_safety_0.smt2",0,0.281424881618597,0.313,0.517,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12938_edge_closing_0.smt2",0,87.2279586758979,96.359,100.258,1,0,0,
"QF_NIA_small\From_AProVE_2014__TestJulia7.jar-obl-8__p12986_terminationG_0.smt2",0,5.48582685223086,6.406,6.737,0,1,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13025_terminationG_0.smt2",,1081.13695090439,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13043_edge_closing_0.smt2",0,0.99797440112729,1.016,1.202,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__p13155_edge_closing_0.smt2",0,465.592076167077,452.906,471.006,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__terminationS_3_0.smt2",0,11.0647984049623,11.938,12.484,0,1,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__p13122_edge_closing_0.smt2",0,59.8276687956205,62.688,65.227,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__terminationS_4_0.smt2",0,3.06719168900804,3.281,3.462,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternatingIncr.jar-obl-8__p13182_terminationG_0.smt2",0,0.263255033557047,0.281,0.452,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13204_edge_closing_0.smt2",0,55.7761695229273,57.563,59.948,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13246_terminationG_0.smt2",0,26.9685205954323,31.609,32.931,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13266_edge_closing_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv.jar-obl-8__p13409_terminationG_0.smt2",0,23.3444224522939,27.484,28.611,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13363_terminationG_0.smt2",,827.204428627916,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complxStruc.jar-obl-8__terminationQ_0_0.smt2",0,4.97167129863568,4.703,4.927,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-convLower.jar-obl-8__p13465_terminationG_0.smt2",0,0.633530927835051,0.734,0.976,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13488_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13504_terminationG_0.smt2",,832.471150019897,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-even.jar-obl-9__p13541_terminationG_0.smt2",,852.13849287169,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex02.jar-obl-8__p13595_terminationG_0.smt2",0,2.33371013802951,2.344,2.513,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex04.jar-obl-8__p13648_terminationG_0.smt2",0,63.9222222222222,72.875,75.859,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex06.jar-obl-8__p13693_terminationG_0.smt2",0,2.63202145612343,2.609,2.791,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex08.jar-obl-8__p13746_terminationG_0.smt2",,857.025809094633,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex09half.jar-obl-8__p13773_terminationG_0.smt2",,825.572217837411,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13800_terminationG_0.smt2",0,206.4067291753,238.078,247.557,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13819_terminationG_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,874.581939799331,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,2.96540782355389,3.406,3.614,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,907.592190889371,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.90303938356164,2.125,2.355,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,148.418553556658,171.547,178.353,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.726388888888889,0.813,1.015,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,0.924581157528286,1.016,1.182,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,7.75806362835755,8.422,8.819,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,17.2763557264265,20.406,21.274,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,240.395586947,262.344,272.718,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.32186192468619,4.938,5.175,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,484.585726175614,556.625,578.857,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,22.6846235365361,26.859,28.099,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14280_terminationG_0.smt2",0,4.52312952534191,5.375,5.69,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14299_edge_closing_0.smt2",0,11.1638735137351,13.016,13.613,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorIntervSim.jar-obl-8__p14328_terminationG_0.smt2",,833.466135458167,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowing.jar-obl-8__p14385_terminationG_0.smt2",,972.57089725709,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14411_terminationG_0.smt2",,844.911147011309,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-plait.jar-obl-8__p14480_terminationG_0.smt2",0,5.00114749082007,5.859,6.157,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-sunset.jar-obl-8__p14515_edge_closing_0.smt2",0,44.3465680354267,52.656,54.844,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__p14597_terminationG_0.smt2",0,0.943466918294849,1.016,1.226,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__terminationS_1_0.smt2",0,6.74121053710537,7.859,8.214,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2",0,9.00728973048327,9.266,9.679,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2",,902.891670263271,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileIncrPart.jar-obl-8__p14730_terminationG_0.smt2",0,1.03424229808493,1.188,1.393,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNested.jar-obl-8__p14763_terminationG_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNestedOffset.jar-obl-8__p14810_edge_closing_0.smt2",0,0.584433471933472,0.672,0.895,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileSum.jar-obl-8__p14857_terminationG_0.smt2",0,1.55884341199607,1.516,1.664,1,0,0,
"QF_NIA_small\From_AProVE_2014__whileNested_rec.jar-obl-9__p14975_terminationG_0.smt2",0,3.17754275427543,3.375,3.641,0,1,0,
"QF_NIA_small\From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14936_terminationG_0.smt2",0,0.190122559202327,0.219,0.448,0,1,0,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,11.9194864649682,14.313,14.964,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.38416908412764,2.75,2.949,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0673969072164948,0.078,0.224,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",0,776.04487110052,856.172,890.956,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,919.964819700967,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,811.481768813033,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,925.254312251216,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,42.1836167086482,48.031,49.986,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,841.512469831054,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,854.226214781543,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,866.611433305717,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,1.98465879605605,1.828,2.06,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,887.945670628183,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",0,168.292079207921,186.875,194.473,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,57.8392589820359,64.641,67.352,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",,1085.0622406639,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,4.67166522304028,5.156,5.388,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,11.8923366834171,11.313,11.773,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,3.905480009298,4.016,4.274,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,830.818109610802,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,48.2052609776305,55.625,57.779,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,9.88226744186044,9.141,9.537,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,1085.62532433835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,33.3952717631463,36.125,37.6,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.43498743718593,5.063,5.279,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,8.75109415029889,9.797,10.233,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,873.851294903926,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,7.33427540913006,8.141,8.562,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.524866190900981,0.563,0.725,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,949.614162505674,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,23.8948838248436,25.563,26.663,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,44.0200145914397,54.078,56.131,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,9.20103292090146,9.953,10.365,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,8.38468424479167,9.234,9.677,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.452617914322804,0.5,0.714,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,8.97767165720187,8.313,8.656,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,7.61932829181495,8.188,8.487,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,9.16218940714909,10.047,10.516,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.0710597826086956,0.078,0.226,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,4.08943873179092,4.563,4.835,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,9.46252577319588,10.969,11.432,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,3.47313620463489,3.797,4.133,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.105500268961808,0.094,0.154,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",,866.611433305717,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,1.99816262249183,2.047,2.275,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,2.24969274887341,2.625,2.884,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,955.251141552511,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",0,6.83022388059702,7.875,8.228,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",,942.767012167643,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,5.1313307102502,6.078,6.454,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,35.306885948565,45.281,47.093,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,835.797043547743,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",0,23.0812001329787,24.891,25.891,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,923.620309050773,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",,870.216306156406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17168_terminationG_0.smt2",0,24.1181123547137,26.781,27.921,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17184_terminationG_0.smt2",,853.529171766626,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17200_terminationG_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brockschmidt_1.t2__p17389_terminationG_0.smt2",0,0.760490236809307,0.875,1.097,1,0,0,
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,25.4205055579307,28.422,29.618,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",0,31.6796906693712,37.328,38.996,0,1,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,11.7085320901995,12.906,13.421,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",0,82.093034351145,92.531,96.268,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,38.078832571666,43.813,45.611,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",0,108.660454933789,121.594,126.519,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,9.48424565397351,10.953,11.389,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",0,31.1284569138277,37.125,38.601,0,1,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",0,396.038382548845,426.328,443.575,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,946.178199909543,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,234.316415810083,228.828,238.086,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,869.131699210636,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",0,436.438173921725,522.391,543.193,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,896.699528504072,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",0,344.909482758621,353.813,368.164,0,1,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,852.485737571312,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,0.610210645812309,0.578,0.778,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.188835932986713,0.156,0.236,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,1055.49949545913,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,1013.56589147287,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.18763202365864,1.344,1.541,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",0,7.36843999114261,7.953,8.282,0,1,0,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.19908291937333,1.5,1.739,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,919.56043956044,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.68883377012355,2.156,2.339,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,103.629084158416,125.078,130.073,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,1059.77710233029,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5.t2__p18494_terminationG_0.smt2",0,1.12170039595249,1.219,1.418,0,1,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18414_terminationG_0.smt2",0,0.476097586350395,0.547,1.384,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18444_edge_closing_0.smt2",0,3.1486469712016,3.031,3.246,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18371_terminationG_0.smt2",0,1.42001965246173,1.641,1.827,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18393_terminationG_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cover.t2__p18610_edge_closing_0.smt2",,977.11349836525,1000,1000,0,0,0,
"QF_NIA_small\From_T2__curious.t2__p18703_terminationG_0.smt2",0,5.67823880284638,6.484,6.803,0,1,0,
"QF_NIA_small\From_T2__curious4.t2__p18665_edge_closing_0.smt2",,882.328131590046,1000,1000,0,0,0,
"QF_NIA_small\From_T2__d.t2__p19043_terminationG_0.smt2",0,3.42588783022954,3.781,3.998,0,1,0,
"QF_NIA_small\From_T2__db2.t2__p18746_edge_closing_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_20_0.smt2",0,6.04533833768494,6.641,6.968,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_33_0.smt2",0,22.1489071038251,25.188,26.26,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_6_0.smt2",0,9.81397754137116,9.922,10.369,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__p18729_edge_closing_0.smt2",,934.345690040197,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_18_0.smt2",0,28.6684326479228,32.656,33.939,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_28_0.smt2",0,17.2667245873154,19,19.742,0,1,0,
"QF_NIA_small\From_T2__db3.t2__p18773_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationQ_0_0.smt2",0,222.241588586031,249.438,259.26,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_26_0.smt2",0,6.52388020833333,7.484,7.809,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_40_0.smt2",0,6.43032786885245,6.375,6.743,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__p18755_terminationG_0.smt2",,818.466353677621,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_0_0.smt2",0,16.0590156794425,17.625,18.347,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_21_0.smt2",0,10.8091774801172,12.344,12.83,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_3_0.smt2",0,18.5237285767511,23.766,24.754,0,1,0,
"QF_NIA_small\From_T2__dead.neg-st88b-succeed.t2__p18802_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2__p18873_terminationG_0.smt2",0,547.318617405978,542.609,564.758,0,1,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2_fixed__p18843_safety_0.smt2",0,1.97893409188493,2.203,2.377,0,1,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18920_terminationG_0.smt2",0,2.40118058592042,2.625,2.839,1,0,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18946_edge_closing_0.smt2",0,157.213821097217,186.297,193.813,1,0,0,
"QF_NIA_small\From_T2__dummy.t2__p19098_terminationG_0.smt2",,906.019922044175,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__p19133_terminationG_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__terminationS_1_0.smt2",0,13.6927891396333,13.922,14.434,0,1,0,
"QF_NIA_small\From_T2__e-acqrel-succeed.t2__p19620_safety_0.smt2",0,0.344408524904214,0.344,0.659,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19669_safety_0.smt2",,960.955443270556,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19793_safety_0.smt2",0,0.876862891207153,1.125,1.465,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p19844_safety_0.smt2",0,2.05951845184518,2.188,2.411,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19879_safety_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19908_safety_0.smt2",0,1.04189462416746,1.047,1.195,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19956_safety_0.smt2",0,0.276135163674762,0.25,0.575,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19978_safety_0.smt2",,828.514851485148,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20050_safety_0.smt2",0,0.612617135207497,0.656,0.862,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20154_safety_0.smt2",0,0.454173283048829,0.547,0.777,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20182_safety_0.smt2",,1104.54065469905,1000,1000,0,0,0,
